category,drama,name,image,stars,director,wishNum,score,version,scoreNum,duration,id,releaseTime
"剧情,爱情",信奉穆斯林教的里兹瓦·罕（沙鲁克·罕 饰）从小患有阿斯伯格综合症，母亲去世后，他追随弟弟扎克尔（吉米·舍尔吉勒 饰）的脚步从印度孟买移民美国旧金山。里兹瓦在帮哥哥的化妆品公司推销美容产品时认识了经营发廊的单身母亲曼迪娅（卡卓尔 饰）。里兹瓦不顾哥哥的反对执意与印度教的曼迪娅结为夫妇，一家人和谐美满。9.11恐怖袭击的发生使美国国内掀起了反对、歧视穆斯林教徒的风潮，里兹瓦与曼迪娅的发廊被迫关张，而曼迪娅的独子山姆更是在一场由种族歧视引发的少年争斗中意外身亡。悲愤的曼迪娅将愤怒发泄在了里兹瓦的穆斯林姓氏“罕”上，说只有里兹瓦告诉美国人民及美国总统他的姓氏并非与恐怖分子相关，才会与他再次相见。就这样，执着的里兹瓦踏上了艰难的觐见总统之途……,我的名字叫可汗,http://p0.meituan.net/w.h/movie/1/3880083.jpg,沙鲁克·罕，卡卓尔，克里斯托弗·B·邓肯，Shane Harper，Adrian Kali Turner，Harmony Blossom，Michele Marsh，Jennifer Echols，Douglas Tait，斯黛凡妮·哈克卡比，Parvin Dabas，Katie A. Keane，Retson Ross，Raul Bustamante，Michael William Arnold，Vinay Pathak，Mel Fair，Sugandha Garg，Brent Mendenhall，索妮娅·杰哈恩，塔奈·切赫达，Jenny Barbosa，Kathleen M. Darcy，卡尔·马里诺，Zarina Wahab，Tracy Weisert，Benny Nieves，Pallavi Sharda，Arjun Mathur，Jeremy Kilpatrick，Reed Rudy，Mike Howard，Navneet Nishan，Sheetal Menon，尼古拉斯·帕杨，David Hodges，Len Anderson IV，Dominic Renda，Kristen Marie Holly，Mark S. Porro，Arif Zakaria，Brett Glazer，Marquis Scott，Ron Provencal，Montgomery Paulsen，S.M. Zaheer，Kevin Oestenstad，Ethynn Tanner Cerney，Beth Bemis，约瑟夫·津斯曼，Laurence Brown，a'Ali-Salaam，Will Johnson，Jai Kishen Bhatia，Natasha Marc，Daniel Lee，Arnav Chhapwale，Victor M. Slone，Patrick J. Crabb，Rick Mischke，Don Abernathy，Martin Andris，Bennie Bell，Michael Patrick Breen，Jacqueline Buda，Sarfaraz，Mukesh Tripathi，Aryan Desai，Farroukh Mehta，Jaikishen Bhatia，Nathalie Tedrick，Henry Schiaeffer，Lori Dorfman，Milan Raggio，Tarun Mansukhani，Yaana Makar，Nate Sil，Kyle Hamon，Susie Sahar Sabry，Connie Chung Kim，Adam Park，Chirag Dave，Faisal Simon，Vijay Badlani，Josene Honea，Alka Pradhan，Sean Laughlin，Nanka Becko，Laxmi Baveja，Richard Rubin，John Lane，Don Simmons，James Seaman，Shannon M. Clark，Joan Estrada，Goldie Chan，Tara R. Cook，Christopher Damm，Kavin Dave，Rachael Ferris，Dominic Flores，Teresa Guewell，Todd Hedrick，Timothy Hinson，Bonnie Kolber，Mick Lea，Jennifer Linkous，Theresa Marie Lynch，Krystal MacKnight，Paul Meyer，Jeremy Nahmiash，George Q. Nguyen，Tom Portanova，Sumeet Raghvan，Ann Scott，Emily Seaman，Sienna Sky，Mike Stahl，Christopher Villar，Danny Wilson，Kari Wishingrad，Juan Simmons，Jon Mercurio Knight，Davi Silveira，Abhin Mudgal，Willoughby Charles Jenett，Brittany Disston，Manoj Amarnani，Faroukh Mehta，Mickey Mokhi，Meena Sonavane，Tarun Mansukhani，Laxmi Baneja，Liz Anderson，Pamela Broyles，Cabran E. Chamberlain，John Clerkin，Zachary Culbertson，Nancy Duerr，Kenton Duty，Fred Fein，杰弗里·T·弗格森，Mackenzie Firgens，Jim Gaines，Courtney Gebhart，肖恩·格雷迪，Kevin Jessup，Frederick Keith Johnson，Janis Jones，Jenne Kang，大卫·达斯汀·凯尼恩，Diana M. Kim，Waymond Lee，Isa Magomedov，Awele Makeba，Basil McCurry，Julie McKinnon，Laura Meadows，Jesse Muick，Stuart G Murphy，Kenyon Page，David Pearl，Ajani Perkins，Alyssa Petersen，Allen Pontes，凯瑟琳·金·潘，Steve C. Porter，Duane Ram，Jeff Redlick，Brian Sampson，吉米·舍尔吉勒，Carol Shook，Monique Soltani，托马斯·斯图尔特，Christopher Sugarman，Tonya Lee Williams，Christine Quynh Nguyen，Chantelle Tibbs，Mary Gregory，Joe Bucaro III，Ali Dean，Elaine A. Clark，Leslie Thurston，Greg Collins，Jackie Honea，Doran Reed，Kerry Leigh Michaels，Micky Makhija，Rod Britt，Kellie Daniel，Steve Dakota，托马斯·达尔比，马克·拉维尔，Ilona Gugan，Aubrey K. Miller，Speir Rahn，Timothy Roberts，James D. Weston II,卡伦·乔哈尔,4,8.30000019073,2D,25,165,43019,2010-11-30
"爱情,喜剧",故事发生在纽约，一名年轻女子布鲁克（爱丽丝·伊芙 饰）急着去赶1:30开往波士顿的火车，然而路上却被打劫了。随后她在黑漆漆的巷子里迷了路，周围没有人，自己也身无分文，后来她偶遇了街头音乐家尼克（克里斯·埃文斯 饰），并和他共度奇妙一晚。,午夜邂逅,http://p1.meituan.net/w.h/movie/5ef75a3be6c602cd976a946390e99eda54691.jpg,克里斯·埃文斯，爱丽丝·伊芙，艾玛·费兹帕特里克，马克·凯森，斯科特·埃文斯，约翰·卡伦，玛丽亚·布雷格曼，Allie Woods Jr.，Gerald Bunsen，Paul Vincent Rapisarda，Kyle Julian Graham，Elijah Moreland，Turhan Caylak，Kevin Carolan，Fenton Lawless，Beth Katehis，Daniel Spink，Paul Monte Jr.,克里斯·埃文斯,19,0,2D,14,89,341590,2015-09-04
"动画,奇幻,冒险",在茂密宁静的仓鸮森林，猫头鹰诺克图斯和妻儿们生活在一棵参天大树的枝干上。她的儿子索伦（吉姆·斯特吉斯 Jim Sturgess 配音）无比迷恋“守护者”的传说。据说很久以前，佩戴着钢喙的邪恶“纯种者”（草鸮）国王压迫猫头鹰子民，关键时刻守护者挺身而出，打败了国王及其爪牙，但失败者从未放弃复仇的念头。憧憬古老传说的索伦令哥哥库鲁德（瑞恩·科万腾 Ryan Kwanten 配音）颇为气恼，以致于被哥哥从树上推下。两只还没学会自由飞翔的小家伙跌落到危机四伏的地面，他们躲避各种猛兽的袭击，却无法避免成为邪恶猎手捕获的目标。兄弟俩连同其他种类的猫头鹰被抓到神秘的圣鸮学校，他们在这里接受严格的训练，学到不同的技能，而猫头鹰王国沉寂已久的战火即将再次点燃……,猫头鹰王国：守卫者传奇,http://p0.meituan.net/w.h/movie/92/225541.jpg,瑞恩·科万腾，吉姆·斯特吉斯，艾比·考尼什，雨果·维文，艾米丽·巴克雷，伊斯·戴维斯，Adrienne DeFaria，乔尔·埃哲顿，黛布拉-李·弗勒斯，Sacha Horler，比尔·亨特，安东尼·拉帕格利亚，米瑞安·玛格莱斯，海伦·米伦，山姆·尼尔，巴里·奥托，理查德·劳斯伯格，杰弗里·拉什，安格斯·桑普森，大卫·文翰，雷·沃纳尔，Gareth Young，Amanda Bishop，Anthony Cogin，Trent Dalzell，James Evans，Lelda Kapsis，Andrew McDonnell，John Xintavelonis,扎克·施奈德,9,7.5,2D/3D,38,90,811,2010-11-12
"儿童,喜剧,家庭",16岁的男孩张一山（张一山 饰）是一个生在北京长在印尼，并且中文不太灵光的小华侨。在成龙功夫片风靡世界的时代，张一山也不例外，成为了成龙大哥最坚实的Fans之一。他进入功夫学校学习武功，做梦和写作文都离不开成龙，最大的愿望就是亲眼见见自己的偶像。 某日，张一山得知成龙正在北京潭柘寺拍戏，为了见到偶像，他一反常态决定回北京的姥姥家。这个鬼灵精的男孩并未按奶奶要求的那样去姥姥（陶玉玲 饰）那学习中文，而是直接坐上出租车前往潭柘寺。只不过，他这次吃了中文差的亏，原本要去潭柘寺，结果反被司机（王学兵 饰）拉到了清石观。自此，张一山开始了一波三折并且险象环生的寻找成龙之旅……,寻找成龙,http://p0.meituan.net/w.h/movie/86/211879.jpg,张一山，成龙，王学兵，吴军，余男，周小斌，田华，元华，唐嫣，元秋，吴樾，元彬，元武，张勇手，祝希娟，于蓝，陶玉玲，张一白，颜丙燕，姜宏波，苗苗，石小满，秦岚，白冰，姚笛，爱新觉罗·启星，林威，杨潇，谭钦文，袁霆，王一剑，楼佳威，Wu Yuan，Xiao Yang，汤嬿，Miao Miao，潘粤明，郭柯宇，张山，李湘，涂经纬，袁文霆，优素福·陈市,"方刚亮,江平",28,4.30000019073,2D,31,90,1049,2009-07-04
"喜剧,爱情",故事发生在一个古老和现代文明交织着的大都市－－西安。　　城市里的一条老街－－湘子庙街，这条街里五花八门形形色色，有古董店，修车行，有服装店也有裁缝铺，有餐馆也有酒吧，当然时下的热门行业房屋中介和网吧也挤在这条街。老街里的人们在努力的工作着，即感受着城市经济发展的飞跃，也享受着传统的安和。　　　　一天，这条老街忽然跑来了一个神秘女孩和一直不停的追赶她的一群黑衣人，打破了这条老街的安静……,哥的传说,http://p1.meituan.net/w.h/movie/b166d405e44d863c3034565561718592102901.jpg,Null,Null,0,6,Null,0,0,325773,2010-12-24
"喜剧,爱情","海归秦奋（葛优 饰）的天才发明“分歧终端机”因能公平和平地解决人类分歧，被风投者以200万英镑高价买走。秦奋也开始踏上网上征婚的路途，一路笑话不断，不是重遇Gay友，就是遇到推销客，秦奋颇有点心灰意冷，以致遇到清冷女子梁笑笑（舒淇 饰）时便开门见山请求对方说明来意。这次更为棘手，笑笑爱上有妇之夫，陷于苦恋中不停挣扎，这次纯属听从家里人安排才出来与秦奋见上一面。不再打算再见的二人尽情地分享了生命中最隐秘的秘密。然而不久，打算和旧爱分手的笑笑找到秦奋，说要嫁给他,但想与他先去北海道一趟。因她与旧爱的爱情是在那里开始的，如今想在那里结束。秦奋答应了。二人踏上北海道之旅，秦奋在北海道的老友对他们盛情招待，三人游遍北海道各处，秦奋知道自己得不到笑笑的心，却不知道笑笑心中抑郁难解的结正冲向海底的漩涡……",非诚勿扰,http://p0.meituan.net/w.h/movie/55/479209.jpg,葛优，舒淇，范伟，方中信，胡可，徐若瑄，巩新亮，冯远征，邬逸聪，车晓，罗海琼，李琳，何佳怡，Jun Zhu,冯小刚,22,7.80000019073,2D,198,130,286,2008-12-18
爱情,老拽（陈晓东 饰），一个在职场商界还算吃得开的小白领，相貌英俊，能力突出。在这个物欲横流崇尚享乐的时代，放荡不羁的老拽显然是一个游刃有余、万花丛中过半点不沾身的情场老手。他经常和哥们老莫（徐啸力 饰）在夜店寻欢作乐，各式美女周游身边，却没有一个能闯入他的心田。虽说早已品阅无数的美女，可是有两个女人让他顿感左右为难。一个是清纯可人的职场新人悦儿（吴佩慈 饰），一个是霸气逼人性感妩媚的女老板采韵（孟广美 饰）。情海泛舟几多年，老拽不仅面临职场重大的考验，也到了该考虑上岸的时候了……,终极匹配,http://p0.meituan.net/w.h/movie/89/817926.jpg,陈晓东，吴佩慈，孟广美，顾莉雅，徐啸力,程珑,178,6.30000019073,2D,42,87,357,2010-05-14
"惊悚,悬疑",三年前，东安俱乐部的会员Mike（袁成杰 饰）在攀岩时意外身亡，设备负责人林小玉因此自杀。该事件闹得满城风雨，悬疑小说作家柳飞云（苏有朋 饰）以此为题材写出新作，但是反响平平。 　　三年后，正处于创作低谷的柳和经纪人李晓峰（胡明 饰）参加了一个豪华旅游团。夜幕降临，他们醒来却发现，车被开到偏远荒芜的山区，车上的人也大多数不知踪影。柳和李以及大书商卓然（杜俊泽 饰）、卓然妻子张惠（吴佩慈 饰）、小说枪手白秀清（史光辉 饰）、建筑设计师段新宇（刘小溪 饰）、画家林泉（林龙麒 饰）及妻子林梅（杨潇 饰）被安排在一幢位于山间的豪华别墅内休息。深更半夜，卓然却突然失踪，一时间人心惶惶，神秘事件接连发生……,密室之不可告人,http://p1.meituan.net/w.h/movie/5ecb0004438000d82ac896d55a1ab16c52463.jpg,苏有朋，吴佩慈，胡明,张番番,0,0,2D,14,96,248634,2010-10-29
传记,电影《第一书记》根据安徽省凤阳县小岗村优秀村党委书记沈浩的真实事迹改编而成，沈浩2004年2月从省财政厅下派至小岗村，兢兢业业地发展小岗，3年期满后，被小岗村村民集体摁手印留任，直到2009年11月6日，他因积劳成疾，猝逝在工作一线，年仅45岁。,第一书记,http://p1.meituan.net/w.h/movie/__41681994__3983492.jpg,杨立新，徐帆，蒋雯丽，何冰，宋丹丹，黄宏,陈国星,9,6.09999990463,2D,12,116,79146,2010-10-26
Null,暂无,革命到底,http://p0.meituan.net/w.h/mmc/f5523879ec43bdcbda484c5f0e7cf3262776.png,Null,Null,0,7,2D,0,90,338500,2007-10-12
"剧情,动画",大森林里，小动物们友好相处，互帮互助，过着幸福安宁的生活，而为这片和平充当保护者，就是大名鼎鼎的黑猫警长。每天，警长都和森林警察局的勇士们一起巡逻，监听一切可疑的声音。是的，即使是在如此美丽的大森林里，依然有心怀叵测的坏蛋和蠢蠢欲动的不良分子时刻觊觎着大森林居民的劳动果实。比如偷吃红土的懒惰三人组，席卷庄稼地的蝗虫大军，其中最最冥顽狡猾的便是搬仓鼠一只耳为首的犯罪团伙。他曾从黑猫警长的手中逃脱，却丝毫不吸取教训，从各地乃至海外找来同伙复仇。无论有多大的危险，黑猫警长也决不退缩，带领战友们一次次冲向战斗的最前线。,黑猫警长,http://p0.meituan.net/w.h/movie/72/892012.jpg,吴磊，李扬，朱彦婷，大山，刘风，林妙可，鞠萍，程玉珠,戴铁郎,28,7.09999990463,2D,124,78,498,2010-04-23
动画,狄爸以在建筑工地打散工养家，为了栽培儿子成材，省吃俭用把小狄送入一流学府。小狄每天身处富家子弟之中，看别人玩最新的玩具、吃最奢侈的佳肴，心中难免不是滋味。他痴痴地期盼父亲可以送他梦寐以求的智慧玩具“长江一号”。狄爸固然买不起新玩具送小狄，却在垃圾堆里意外捡到神秘外星生物七仔。流落地球的七仔身负神奇的治愈能量，能够制造出许多功能奇特的法宝。虽然每每撞板收场，但小狄也从中汲取教训，明白了万事不可依赖他人，要自强不息才能成功的道理。同时，父子二人与七仔渐渐培养出深厚的感情。小狄同学蛋挞头的父亲无意中发现了七仔超乎寻常的能量，为实现自己的野心，开出高价欲收买七仔，未料小狄父子不为金钱所动，情急之下绑架七仔到自家研究中心，并榨取七仔身上的能量。小狄父子冒险潜入蛋家研究中心，历尽险阻，终于救出奄奄一息的七仔，一家再次团聚。蛋爸虽获得七仔能量，却无力控制，导致研究中心爆炸倒塌，无数致命化学污染物疯狂外泄。七仔为挽救大自然，毅然奉献出自己最后的能量…,长江7号爱地球,http://p0.meituan.net/w.h/movie/33/171823.jpg,石班瑜，徐娇，董洁，吴刚，黄蕾，冯勉恒，苏子龙，吕萍，于军,袁建滔,15,5.80000019073,2D,33,82,709,2010-07-09
"动画,喜剧","    武松打虎的故事人尽皆知。话说那老虎被""醉鬼""打死许多年后，景阳冈上人来客往、客栈生意愈发兴隆。某日，一名自称武松后人的八岁小男孩武小松只身上冈、单刀赴会，声称要找老虎报仇。人比刀矮的武小松首先遭遇了客栈漂亮老板娘的刁难－－武松当年被吓得三碗不过冈，武小松却被告之""未成年人不许喝酒""，结果以奶代酒，一饮就是八碗，还引出一首好玩又好听的喝奶歌。    冲破老板娘阻拦的武小松共经历了与三只""老虎""的对决－－刀枪不入的周老虎、长着翅膀的飞虎、武功高强的虎王。强敌当前，号称全国武术散打冠军的武小松使出浑身解数，霹雳旋风腿、十三擎天柱、三节棍、大刀飞箭、醉拳……十八般武艺一一呈现，看得人眼花缭乱、热血沸腾。",虎王归来,http://p0.meituan.net/w.h/movie/88/153896.jpg,鞠萍，侯高俊杰，康璐洁,黄军,2,4.40000009537,Null,3,88,800,2010-09-22
